##Ensembl file: C:\Users\ahsturm1\Desktop\Data\NGS\Ensembl\Homo_sapiens.GRCh38.112.gff3
##RefSeq file: C:\Users\ahsturm1\Desktop\Data\NGS\RefSeq\Homo_sapiens.GRCh38.p14.gff3
#Ensembl ID	RefSeq ID
ENST00000619216	NR_106918
ENST00000502970	CCDS34117
ENST00000514153	NM_001006655
ENST00000514153	CCDS34117
ENST00000623820	NR_046264
ENST00000378802	NM_207352
ENST00000378802	CCDS34119
ENST00000264690	NM_000892
ENST00000264690	CCDS34120
ENST00000513864	NM_001318394
ENST00000513864	CCDS82982
ENST00000403665	NM_000128
ENST00000403665	CCDS3847
ENST00000492972	NM_001354804
ENST00000492972	CCDS87285
ENST00000703170	NM_005958
ENST00000703170	CCDS3848
ENST00000307161	NM_005958
ENST00000307161	CCDS3848
ENST00000441802	NM_005245
ENST00000441802	CCDS47177
ENST00000509058	NR_149103
ENST00000509524	NM_001304358
ENST00000509524	CCDS3849
ENST00000326866	NM_174900
ENST00000326866	CCDS3849
ENST00000618147	NM_001304358
ENST00000618147	CCDS3849
ENST00000682553	NM_173553
ENST00000682553	CCDS3850
ENST00000512729	NM_173553
ENST00000512729	CCDS3850
ENST00000332517	NM_178556
ENST00000332517	CCDS3851
ENST00000504165	NR_149102
ENST00000660244	NR_149039
ENST00000503609	NR_132380
ENST00000226798	NM_004477
ENST00000226798	CCDS34121
ENST00000504750	NM_001286820
ENST00000504750	CCDS68834
ENST00000378763	NM_001005217
ENST00000378763	CCDS34123
ENST00000630918	NR_121644
ENST00000616166	NM_001293798
ENST00000616166	NM_001306068
ENST00000616166	CCDS77990
ENST00000565211	NM_001306068
ENST00000565211	CCDS77990
ENST00000569241	NM_001293798
ENST00000569241	CCDS77990
ENST00000570263	NM_001363820
ENST00000570263	CCDS93681
ENST00000637938	NM_052909
ENST00000637938	CCDS34124
ENST00000328278	NM_001080478
ENST00000328278	CCDS47184
ENST00000296824	NM_145265
ENST00000296824	CCDS3852
ENST00000504309	NM_001330758
ENST00000504309	CCDS82985
ENST00000510361	NM_001294332
ENST00000510361	CCDS77992
ENST00000264932	NM_004168
ENST00000264932	CCDS3853
ENST00000614778	NM_001267558
ENST00000614778	CCDS75223
ENST00000618970	NM_001267557
ENST00000618970	CCDS75222
ENST00000264933	NM_013232
ENST00000264933	CCDS3854
ENST00000505221	NM_001267559
ENST00000505221	CCDS58941
ENST00000507528	NM_001267556
ENST00000507528	CCDS58940
ENST00000684583	NM_001377236
ENST00000684583	CCDS93682
ENST00000512944	NM_007277
ENST00000512944	CCDS54830
ENST00000315013	NM_007277
ENST00000315013	CCDS54830
ENST00000264938	NM_004174
ENST00000264938	CCDS3855
ENST00000514375	NM_001284351
ENST00000514375	CCDS64116
ENST00000582112	NR_039661
ENST00000264935	NM_018140
ENST00000264935	CCDS34126
ENST00000360578	NM_007030
ENST00000360578	CCDS3856
ENST00000508859	NM_001351303
ENST00000508859	CCDS87287
ENST00000283441	NM_024786
ENST00000283441	CCDS3857
ENST00000467963	NM_023924
ENST00000467963	CCDS34127
ENST00000483173	NM_001009877
ENST00000483173	CCDS34128
ENST00000166345	NM_004237
ENST00000166345	CCDS3858
ENST00000296849	NM_033120
ENST00000296849	CCDS3859
ENST00000274150	NM_001271082
ENST00000274150	CCDS59486
ENST00000264930	NM_006598
ENST00000264930	CCDS34129
ENST00000583759	NR_039778
ENST00000304460	NM_001003841
ENST00000304460	CCDS34130
ENST00000324642	NM_182632
ENST00000324642	CCDS3860
ENST00000310581	NM_198253
ENST00000310581	CCDS3861
ENST00000334602	NM_001193376
ENST00000334602	CCDS54831
ENST00000580663	NR_039662
ENST00000320895	NM_030782
ENST00000320895	CCDS3862
ENST00000270349	NM_001044
ENST00000270349	CCDS3863
ENST00000283415	NM_024830
ENST00000283415	CCDS3864
ENST00000620782	NR_106723
ENST00000578298	NR_036240
ENST00000505059	NM_032479
ENST00000505059	CCDS3865
ENST00000505818	NM_032479
ENST00000505818	CCDS3865
ENST00000508987	NM_032479
ENST00000508987	CCDS3865
ENST00000382647	NM_032479
ENST00000382647	CCDS3865
ENST00000274137	NM_004553
ENST00000274137	CCDS3866
ENST00000509455	NR_104602
ENST00000231357	NM_016358
ENST00000231357	CCDS3867
ENST00000513692	NM_001278632
ENST00000513692	CCDS3867
ENST00000613726	NM_001278635
ENST00000613726	CCDS75225
ENST00000622814	NM_001278633
ENST00000622814	CCDS75225
ENST00000505790	NM_001278632
ENST00000505790	CCDS3867
ENST00000626215	NR_145480
ENST00000382611	NM_001134222
ENST00000382611	CCDS3868
ENST00000302057	NM_033267
ENST00000302057	CCDS3868
ENST00000505443	NR_033898
ENST00000512521	NR_147000
ENST00000302006	NM_024337
ENST00000302006	CCDS34132
ENST00000503757	NR_104619
ENST00000507950	NR_134266
ENST00000274181	NM_139056
ENST00000274181	CCDS43299
ENST00000296564	NM_015325
ENST00000296564	CCDS47187
ENST00000507444	NR_028351
ENST00000255764	NM_032286
ENST00000255764	CCDS34134
ENST00000399816	NM_001145161
ENST00000399816	CCDS47189
ENST00000264670	NM_017755
ENST00000264670	CCDS3869
ENST00000506139	NM_001193455
ENST00000506139	CCDS54832
ENST00000274192	NM_001047
ENST00000274192	CCDS3870
ENST00000503989	NR_103771
ENST00000230859	NM_006999
ENST00000230859	CCDS3871
ENST00000636094	NR_036242
ENST00000338316	NM_020546
ENST00000338316	CCDS3872
ENST00000399810	NM_001089584
ENST00000399810	CCDS43300
ENST00000264669	NM_024091
ENST00000264669	CCDS3873
ENST00000440940	NM_002454
ENST00000440940	CCDS47190
ENST00000578872	NR_039663
ENST00000382496	NM_003966
ENST00000382496	CCDS3875
ENST00000652226	NM_003966
ENST00000652226	CCDS3875
ENST00000582271	NR_039779
ENST00000510879	NR_109935
ENST00000382492	NM_019599
ENST00000382492	CCDS3876
ENST00000511437	NM_199133
ENST00000511437	CCDS43301
ENST00000510047	NM_001258388
ENST00000510047	CCDS58942
ENST00000503026	NM_001306153
ENST00000503026	CCDS82988
ENST00000515390	NM_001306154
ENST00000515390	CCDS82989
ENST00000280326	NM_012073
ENST00000280326	CCDS3877
ENST00000515676	NM_001306156
ENST00000515676	CCDS77996
ENST00000506600	NM_001306155
ENST00000506600	CCDS82990
ENST00000296658	NM_138809
ENST00000296658	CCDS3878
ENST00000274140	NM_005885
ENST00000274140	CCDS34135
ENST00000449913	NM_001270660
ENST00000449913	CCDS59487
ENST00000503788	NM_001270661
ENST00000503788	CCDS59488
ENST00000503804	NM_001201466
ENST00000503804	NM_031916
ENST00000503804	CCDS3879
ENST00000274134	NM_031916
ENST00000274134	CCDS3879
ENST00000611729	NR_106747
ENST00000515243	NR_104606
ENST00000296657	NM_001164440
ENST00000296657	CCDS47191
ENST00000230895	NM_004394
ENST00000230895	CCDS3880
ENST00000432074	NM_001291963
ENST00000432074	CCDS77997
ENST00000706271	NM_001364128
ENST00000706271	CCDS93685
ENST00000304623	NM_001332
ENST00000304623	CCDS3881
ENST00000511377	NM_001288715
ENST00000511377	CCDS75228
ENST00000503622	NM_001288716
ENST00000503622	CCDS75227
ENST00000265104	NM_001369
ENST00000265104	CCDS3882
ENST00000344204	NM_007118
ENST00000344204	CCDS3883
ENST00000274217	NM_019018
ENST00000274217	CCDS3884
ENST00000284274	NM_138348
ENST00000284274	CCDS43302
ENST00000284268	NM_054027
ENST00000284268	CCDS3885
ENST00000582405	NR_039780
ENST00000504595	NM_012304
ENST00000504595	CCDS54833
ENST00000510662	NM_001278317
ENST00000510662	CCDS64129
ENST00000401258	NR_030616
ENST00000332432	NM_001102562
ENST00000332432	CCDS47192
ENST00000308683	NM_033414
ENST00000308683	CCDS3886
ENST00000399793	NM_019000
ENST00000399793	CCDS43305
ENST00000306320	NM_001034850
ENST00000306320	CCDS43304
ENST00000499131	NR_109946
ENST00000513610	NM_012334
ENST00000513610	CCDS54834
ENST00000616743	NM_001271606
ENST00000616743	CCDS3888
ENST00000322611	NM_006317
ENST00000322611	CCDS3888
ENST00000505158	NR_033975
ENST00000600799	NM_001371919
ENST00000600799	CCDS93687
ENST00000639081	NM_001401696
ENST00000639081	CCDS93688
ENST00000638668	NM_001401700
ENST00000638668	CCDS93689
ENST00000638408	NM_001401697
ENST00000638408	CCDS93690
ENST00000638483	NM_001401699
ENST00000638483	CCDS93691
ENST00000640558	NM_001401698
ENST00000640558	CCDS93692
ENST00000640846	NM_001401679
ENST00000640846	CCDS93693
ENST00000640803	NM_001401681
ENST00000640803	CCDS93694
ENST00000639969	NM_001401693
ENST00000639969	CCDS93695
ENST00000638842	NM_001401685
ENST00000638842	CCDS93696
ENST00000510838	NM_001401690
ENST00000510838	CCDS93697
ENST00000707170	NM_001423534
ENST00000707170	CCDS93697
ENST00000715555	NM_001423536
ENST00000715555	CCDS93698
ENST00000503184	NM_001401686
ENST00000503184	CCDS93698
ENST00000639073	NM_001401695
ENST00000639073	CCDS93699
ENST00000512227	NM_001401687
ENST00000512227	CCDS93700
ENST00000598383	NM_001355258
ENST00000598383	CCDS87290
ENST00000382275	NM_004934
ENST00000382275	CCDS3889
ENST00000274170	NM_001349559
ENST00000274170	CCDS3889
ENST00000507958	NM_001291956
ENST00000507958	CCDS3889
ENST00000506372	NM_001291957
ENST00000506372	CCDS75229
ENST00000502796	NM_001167667
ENST00000502796	CCDS54835
ENST00000504376	NM_001364104
ENST00000504376	CCDS3890
ENST00000382254	NM_004061
ENST00000382254	CCDS3890
ENST00000522262	NM_001317228
ENST00000522262	CCDS82991
ENST00000296682	NM_020227
ENST00000296682	CCDS43307
ENST00000264463	NM_006727
ENST00000264463	CCDS3892
ENST00000504339	NR_037896
ENST00000231021	NM_016279
ENST00000231021	CCDS3893
ENST00000265071	NM_004932
ENST00000265071	CCDS3894
ENST00000344624	NM_001382508
ENST00000344624	CCDS47195
ENST00000511367	NM_013235
ENST00000511367	CCDS47195
ENST00000513349	NM_001100412
ENST00000513349	CCDS47194
ENST00000325366	NM_018356
ENST00000325366	CCDS3895
ENST00000438447	NM_178140
ENST00000438447	CCDS34137
ENST00000582091	NR_036241
ENST00000265070	NM_022130
ENST00000265070	CCDS3896
ENST00000280285	NM_001294343
ENST00000280285	CCDS77998
ENST00000382142	NM_001040446
ENST00000382142	CCDS34138
ENST00000264934	NM_001294344
ENST00000264934	CCDS75230
ENST00000265069	NM_016107
ENST00000265069	CCDS34139
ENST00000385221	NR_030305
ENST00000506237	NM_006713
ENST00000506237	CCDS3897
ENST00000512913	NM_006713
ENST00000512913	CCDS3897
ENST00000265073	NM_006713
ENST00000265073	CCDS3897
ENST00000515355	NM_006713
ENST00000515355	CCDS3897
ENST00000502897	NM_006713
ENST00000502897	CCDS3897
ENST00000434067	NM_001363652
ENST00000434067	CCDS87291
ENST00000326958	NM_001204376
ENST00000326958	CCDS56356
ENST00000265074	NM_001204375
ENST00000265074	CCDS56357
ENST00000415167	NM_000908
ENST00000415167	CCDS47196
ENST00000505518	NR_033832
ENST00000502553	NM_001258437
ENST00000502553	CCDS3899
ENST00000455217	NM_001258438
ENST00000455217	CCDS58943
ENST00000265112	NM_152295
ENST00000265112	CCDS3899
ENST00000504830	NM_030955
ENST00000504830	CCDS34140
ENST00000352040	NM_001324512
ENST00000352040	CCDS87293
ENST00000515401	NM_001324511
ENST00000515401	CCDS87292
ENST00000330120	NM_016568
ENST00000330120	CCDS3900
ENST00000296589	NM_016180
ENST00000296589	CCDS3901
ENST00000382102	NM_001012509
ENST00000382102	CCDS43308
ENST00000509381	NM_001297417
ENST00000509381	CCDS75232
ENST00000335606	NM_014324
ENST00000335606	CCDS3902
ENST00000382072	NM_203382
ENST00000382072	CCDS3903
ENST00000382085	NM_001167595
ENST00000382085	CCDS54836
ENST00000382065	NM_181435
ENST00000382065	CCDS34141
ENST00000231338	NM_030945
ENST00000231338	CCDS3904
ENST00000265109	NM_015577
ENST00000265109	CCDS34142
ENST00000512629	NM_001145522
ENST00000512629	CCDS54837
ENST00000428746	NM_001145520
ENST00000428746	CCDS34142
ENST00000503673	NM_001145521
ENST00000503673	CCDS34142
ENST00000515799	NM_001145525
ENST00000515799	CCDS54839
ENST00000506376	NM_001145523
ENST00000506376	CCDS54838
ENST00000505624	NM_144725
ENST00000505624	CCDS54840
ENST00000382038	NM_002853
ENST00000382038	CCDS3905
ENST00000341754	NM_002853
ENST00000341754	CCDS3905
ENST00000336767	NM_018321
ENST00000336767	CCDS34143
ENST00000648817	NM_001012339
ENST00000648817	CCDS34144
ENST00000382021	NM_194283
ENST00000382021	CCDS3907
ENST00000642851	NM_001348420
ENST00000642851	CCDS87294
ENST00000618015	NM_001306173
ENST00000618015	CCDS78000
ENST00000231420	NM_031900
ENST00000231420	CCDS3908
ENST00000510428	NM_001306173
ENST00000510428	CCDS78000
ENST00000231423	NM_001204316
ENST00000231423	CCDS56361
ENST00000513753	NM_001204317
ENST00000513753	CCDS56360
ENST00000509140	NM_001204317
ENST00000509140	CCDS56360
ENST00000514088	NM_001204318
ENST00000514088	CCDS56359
ENST00000542609	NM_001204316
ENST00000542609	CCDS56361
ENST00000348262	NM_001204318
ENST00000348262	CCDS56359
ENST00000620785	NM_001204314
ENST00000620785	CCDS56358
ENST00000618457	NM_000949
ENST00000618457	CCDS3909
ENST00000310101	NM_001204315
ENST00000310101	CCDS56362
ENST00000511486	NM_001204314
ENST00000511486	CCDS56358
ENST00000619676	NM_001204315
ENST00000619676	CCDS56362
ENST00000282469	NM_144722
ENST00000282469	CCDS3910
ENST00000356031	NM_024867
ENST00000356031	CCDS43309
ENST00000303115	NM_002185
ENST00000303115	CCDS3911
ENST00000651391	NM_001042625
ENST00000651391	CCDS3912
ENST00000397367	NM_144647
ENST00000397367	CCDS3912
ENST00000397366	NM_001042625
ENST00000397366	CCDS3912
ENST00000274278	NM_152404
ENST00000274278	CCDS3913
ENST00000625798	NM_001171873
ENST00000625798	CCDS54841
ENST00000333811	NM_001171873
ENST00000333811	CCDS54841
ENST00000282507	NM_174914
ENST00000282507	CCDS3914
ENST00000513300	NM_001168316
ENST00000513300	CCDS54842
ENST00000296603	NM_001007527
ENST00000296603	CCDS34145
ENST00000385023	NR_030306
ENST00000274254	NM_032637
ENST00000274254	CCDS3915
ENST00000274255	NM_005983
ENST00000274255	CCDS3916
ENST00000381937	NM_001085411
ENST00000381937	CCDS47197
ENST00000397338	NM_001287340
ENST00000397338	CCDS3917
ENST00000282512	NM_001287340
ENST00000282512	CCDS3917
ENST00000506945	NM_001287341
ENST00000506945	CCDS75235
ENST00000296604	NM_145000
ENST00000296604	CCDS3918
ENST00000502994	NM_001161429
ENST00000502994	CCDS54843
ENST00000680318	NM_004172
ENST00000680318	CCDS3919
ENST00000681909	NM_001289939
ENST00000681909	CCDS78004
ENST00000612708	NM_001289940
ENST00000612708	CCDS78003
ENST00000680125	NM_001166695
ENST00000680125	CCDS54844
ENST00000681926	NM_001166695
ENST00000681926	CCDS54844
ENST00000265113	NM_004172
ENST00000265113	CCDS3919
ENST00000504121	NM_001166696
ENST00000504121	CCDS93705
ENST00000512374	NM_001166696
ENST00000512374	CCDS93705
ENST00000613445	NM_001289939
ENST00000613445	CCDS78004
ENST00000679983	NM_004172
ENST00000679983	CCDS3919
ENST00000679992	NM_004172
ENST00000679992	CCDS3919
ENST00000381918	NM_004172
ENST00000381918	CCDS3919
ENST00000282516	NM_133433
ENST00000282516	CCDS3920
ENST00000448238	NM_015384
ENST00000448238	CCDS47198
ENST00000508244	NM_023073
ENST00000508244	CCDS34146
ENST00000651892	NM_001384732
ENST00000651892	CCDS93707
ENST00000231498	NM_153485
ENST00000231498	CCDS3921
ENST00000381843	NM_004298
ENST00000381843	CCDS43310
ENST00000513532	NM_001278312
ENST00000513532	CCDS64142
ENST00000265107	NM_018034
ENST00000265107	CCDS34147
ENST00000620847	NM_001278098
ENST00000620847	CCDS75237
ENST00000344622	NM_199231
ENST00000344622	CCDS3923
ENST00000326524	NM_000514
ENST00000326524	CCDS3922
ENST00000381826	NM_001190469
ENST00000381826	CCDS54846
ENST00000427982	NM_001190468
ENST00000427982	CCDS54845
ENST00000515058	NM_199231
ENST00000515058	CCDS3923
ENST00000503870	NR_134262
ENST00000508853	NR_134272
ENST00000354891	NM_001205301
ENST00000354891	CCDS56363
ENST00000322350	NM_152403
ENST00000322350	CCDS3924
ENST00000336740	NM_182798
ENST00000336740	CCDS3925
ENST00000397210	NM_182801
ENST00000397210	CCDS47199
ENST00000506135	NM_182801
ENST00000506135	CCDS47199
ENST00000514476	NM_182801
ENST00000514476	CCDS47199
ENST00000453190	NM_001127671
ENST00000453190	CCDS3927
ENST00000263409	NM_002310
ENST00000263409	CCDS3927
ENST00000581972	NR_037423
ENST00000502536	NM_001168355
ENST00000502536	CCDS54847
ENST00000274276	NM_003999
ENST00000274276	CCDS3928
ENST00000296782	NM_001285439
ENST00000296782	CCDS68861
ENST00000357387	NM_152756
ENST00000357387	CCDS34148
ENST00000351578	NM_199335
ENST00000351578	CCDS47200
ENST00000512982	NM_001465
ENST00000512982	CCDS54848
ENST00000646045	NM_001243093
ENST00000646045	CCDS58945
ENST00000515010	NM_199335
ENST00000515010	CCDS47200
ENST00000263408	NM_001737
ENST00000263408	CCDS3929
ENST00000545653	NM_001244871
ENST00000545653	CCDS58946
ENST00000320816	NM_001343
ENST00000320816	CCDS34149
ENST00000509337	NM_001244871
ENST00000509337	CCDS58946
ENST00000302472	NM_000958
ENST00000302472	CCDS3930
ENST00000337702	NM_012382
ENST00000337702	CCDS3931
ENST00000397128	NM_006251
ENST00000397128	CCDS3932
ENST00000354209	NM_206907
ENST00000354209	CCDS3933
ENST00000274242	NM_000997
ENST00000274242	CCDS3934
ENST00000390994	NR_002583
ENST00000254691	NM_032587
ENST00000254691	CCDS3935
ENST00000696333	NM_000587
ENST00000696333	CCDS47201
ENST00000313164	NM_000587
ENST00000313164	CCDS47201
ENST00000399564	NM_173489
ENST00000399564	CCDS47202
ENST00000337836	NM_000065
ENST00000337836	CCDS3936
ENST00000263413	NM_001115131
ENST00000263413	CCDS3936
ENST00000377801	NM_001005473
ENST00000377801	CCDS34150
ENST00000196371	NM_000436
ENST00000196371	CCDS3937
ENST00000509987	NM_001364303
ENST00000509987	CCDS93708
ENST00000508458	NR_046635
ENST00000381647	NM_175921
ENST00000381647	CCDS34151
ENST00000296812	NM_033484
ENST00000296812	CCDS3939
ENST00000281623	NM_012176
ENST00000281623	CCDS3938
ENST00000509134	NM_001297437
ENST00000509134	CCDS75238
ENST00000230882	NM_000163
ENST00000230882	CCDS3940
ENST00000615111	NM_001242400
ENST00000615111	CCDS3940
ENST00000620156	NM_001242399
ENST00000620156	CCDS75239
ENST00000618088	NM_001242402
ENST00000618088	CCDS3940
ENST00000612382	NM_001242403
ENST00000612382	CCDS3940
ENST00000612626	NM_001242404
ENST00000612626	CCDS3940
ENST00000537449	NM_001242405
ENST00000537449	CCDS3940
ENST00000357703	NM_001242460
ENST00000357703	CCDS56364
ENST00000622294	NM_001242462
ENST00000622294	CCDS75240
ENST00000361970	NM_001134848
ENST00000361970	CCDS47203
ENST00000514985	NM_005410
ENST00000514985	CCDS43311
ENST00000511224	NM_001085486
ENST00000511224	CCDS43311
ENST00000506577	NM_001085486
ENST00000506577	NM_005410
ENST00000506577	CCDS43311
ENST00000314890	NM_001382352
ENST00000314890	CCDS34153
ENST00000616064	NM_001014279
ENST00000616064	CCDS34153
ENST00000682664	NM_001330707
ENST00000682664	CCDS78005
ENST00000509156	NM_001330707
ENST00000509156	CCDS78005
ENST00000306938	NM_001330706
ENST00000306938	CCDS43313
ENST00000505606	NM_001330713
ENST00000505606	CCDS43313
ENST00000509634	NM_001330713
ENST00000509634	CCDS43313
ENST00000326035	NM_153361
ENST00000326035	CCDS3943
ENST00000512796	NM_153361
ENST00000512796	CCDS3943
ENST00000325110	NM_001098272
ENST00000325110	CCDS34154
ENST00000433297	NM_002130
ENST00000433297	CCDS34154
ENST00000361115	NM_148672
ENST00000361115	CCDS3944
ENST00000513525	NM_001301875
ENST00000513525	CCDS78006
ENST00000500337	NM_001377403
ENST00000500337	CCDS3945
ENST00000397080	NM_022483
ENST00000397080	CCDS3945
ENST00000512085	NM_001377394
ENST00000512085	CCDS3945
ENST00000306862	NM_198566
ENST00000306862	CCDS3946
ENST00000306846	NM_006451
ENST00000306846	CCDS3947
ENST00000436644	NM_182789
ENST00000436644	CCDS47204
ENST00000338972	NM_183323
ENST00000338972	CCDS3948
ENST00000264663	NM_012343
ENST00000264663	CCDS3949
ENST00000670904	NM_182977
ENST00000670904	CCDS3949
ENST00000653251	NM_182977
ENST00000653251	CCDS3949
ENST00000344920	NM_182977
ENST00000344920	CCDS3949
ENST00000512996	NM_001331026
ENST00000512996	CCDS82994
ENST00000671668	NM_182977
ENST00000671668	CCDS3949
ENST00000662525	NM_182977
ENST00000662525	CCDS3949
ENST00000669601	NM_182977
ENST00000669601	CCDS3949
ENST00000656666	NM_182977
ENST00000656666	CCDS3949
ENST00000264664	NM_004465
ENST00000264664	CCDS3950
ENST00000502457	NR_108034
ENST00000507110	NM_016640
ENST00000507110	CCDS3951
ENST00000303230	NM_021072
ENST00000303230	CCDS3952
ENST00000303221	NM_198449
ENST00000303221	CCDS3953
ENST00000505697	NM_001178055
ENST00000505697	CCDS3954
ENST00000281631	NM_024615
ENST00000281631	CCDS3954
ENST00000514067	NM_001178056
ENST00000514067	CCDS54849
ENST00000505554	NM_001331028
ENST00000505554	CCDS82996
ENST00000230658	NM_002202
ENST00000230658	CCDS43314
ENST00000505899	NR_147166
ENST00000274311	NM_015946
ENST00000274311	CCDS3956
ENST00000282588	NM_181501
ENST00000282588	CCDS3955
ENST00000296585	NM_002203
ENST00000296585	CCDS3957
ENST00000396954	NM_004531
ENST00000396954	CCDS3958
ENST00000450852	NM_176806
ENST00000450852	CCDS47205
ENST00000361377	NM_176806
ENST00000361377	CCDS47205
ENST00000510818	NM_176806
ENST00000510818	CCDS47205
ENST00000508922	NM_176806
ENST00000508922	CCDS47205
ENST00000582677	NM_176806
ENST00000582677	CCDS47205
ENST00000584946	NM_176806
ENST00000584946	CCDS47205
ENST00000396947	NM_006350
ENST00000396947	CCDS43315
ENST00000256759	NM_013409
ENST00000256759	CCDS3959
